Enhancer_chr1_161491830_161493830	HSPA6
Enhancer_chr1_161492330_161494330	HSPA6
Enhancer_chr1_161492830_161494830	HSPA6
Enhancer_chr1_161493330_161495330	HSPA6
Enhancer_chr1_161493830_161495830	HSPA6
Enhancer_chr1_161494330_161496330	HSPA6
Enhancer_chr1_161498830_161500830	HSPA6
Enhancer_chr1_161499330_161501330	HSPA6
Enhancer_chr1_161499830_161501830	HSPA6
Enhancer_chr1_161500330_161502330	HSPA6
Enhancer_chr1_161500830_161502830	HSPA6
Enhancer_chr1_20958448_20960448	PINK1
Enhancer_chr1_20958948_20960948	PINK1
Enhancer_chr1_20959448_20961448	PINK1
Enhancer_chr1_20959948_20961948	PINK1
Enhancer_chr1_20960448_20962448	PINK1
Enhancer_chr1_20960948_20962948	PINK1
Enhancer_chr1_20985448_20987448	PINK1
Enhancer_chr1_20985948_20987948	PINK1
Enhancer_chr1_20986448_20988448	PINK1
Enhancer_chr1_20986948_20988948	PINK1
Enhancer_chr1_20987448_20989448	PINK1
Enhancer_chr1_20987948_20989948	PINK1
Enhancer_chr1_20988448_20990448	PINK1
Enhancer_chr1_89146827_89148827	PKN2
Enhancer_chr1_89147327_89149327	PKN2
Enhancer_chr1_89147827_89149827	PKN2
Enhancer_chr1_89148327_89150327	PKN2
Enhancer_chr1_89148827_89150827	PKN2
Enhancer_chr1_89149327_89151327	PKN2
Enhancer_chr1_89149827_89151827	PKN2
Enhancer_chr1_89150327_89152327	PKN2
Enhancer_chr1_89150827_89152827	PKN2
Enhancer_chr1_89151327_89153327	PKN2
Enhancer_chr10_118499585_118501585	HSP12A2A
Enhancer_chr10_118500085_118502085	HSP12A2A
Enhancer_chr10_118500585_118502585	HSP12A2A
Enhancer_chr10_118501085_118503085	HSP12A2A
Enhancer_chr10_118501585_118503585	HSP12A2A
Enhancer_chr10_118502085_118504085	HSP12A2A
Enhancer_chr10_118502585_118504585	HSP12A2A
Enhancer_chr10_14877659_14879659	HSPA14
Enhancer_chr10_14878159_14880159	HSPA14
Enhancer_chr10_14878659_14880659	HSPA14
Enhancer_chr10_14879159_14881159	HSPA14
Enhancer_chr10_14879659_14881659	HSPA14
Enhancer_chr10_14880159_14882159	HSPA14
Enhancer_chr10_14880659_14882659	HSPA14
Enhancer_chr10_14881159_14883159	HSPA14
Enhancer_chr10_14918159_14920159	HSPA14
Enhancer_chr10_14918659_14920659	HSPA14
Enhancer_chr10_14919159_14921159	HSPA14
Enhancer_chr10_14919659_14921659	HSPA14
Enhancer_chr10_14920159_14922159	HSPA14
Enhancer_chr10_14920659_14922659	HSPA14
Enhancer_chr10_14921159_14923159	HSPA14
Enhancer_chr10_14921659_14923659	HSPA14
Enhancer_chr11_122929043_122931043	HSPA8
Enhancer_chr11_122929543_122931543	HSPA8
Enhancer_chr11_122930043_122932043	HSPA8
Enhancer_chr11_122930543_122932543	HSPA8
Enhancer_chr11_122931043_122933043	HSPA8
Enhancer_chr11_122931543_122933543	HSPA8
Enhancer_chr11_122932043_122934043	HSPA8
Enhancer_chr11_122932543_122934543	HSPA8
Enhancer_chr11_122933043_122935043	HSPA8
Enhancer_chr11_122933543_122935543	HSPA8
Enhancer_chr11_122934043_122936043	HSPA8
Enhancer_chr12_104321612_104323612	HSP90B1
Enhancer_chr12_104322112_104324112	HSP90B1
Enhancer_chr12_104322612_104324612	HSP90B1
Enhancer_chr12_104323112_104325112	HSP90B1
Enhancer_chr12_104323612_104325612	HSP90B1
Enhancer_chr12_104324112_104326112	HSP90B1
Enhancer_chr12_104324612_104326612	HSP90B1
Enhancer_chr12_104325112_104327112	HSP90B1
Enhancer_chr12_104325612_104327612	HSP90B1
Enhancer_chr12_104348112_104350112	HSP90B1
Enhancer_chr12_104348612_104350612	HSP90B1
