Enhancer_chr1_161462330_161464330	HSPA6
Enhancer_chr1_161462830_161464830	HSPA6
Enhancer_chr1_161463330_161465330	HSPA6
Enhancer_chr1_161469830_161471830	HSPA6
Enhancer_chr1_161470330_161472330	HSPA6
Enhancer_chr1_161471330_161473330	HSPA6
Enhancer_chr1_161471830_161473830	HSPA6
Enhancer_chr1_161472330_161474330	HSPA6
Enhancer_chr1_161472830_161474830	HSPA6
Enhancer_chr1_161473330_161475330	HSPA6
Enhancer_chr1_161473830_161475830	HSPA6
Enhancer_chr1_161474330_161476330	HSPA6
Enhancer_chr1_161474830_161476830	HSPA6
Enhancer_chr1_161475330_161477330	HSPA6
Enhancer_chr1_161475830_161477830	HSPA6
Enhancer_chr1_161476330_161478330	HSPA6
Enhancer_chr1_161476830_161478830	HSPA6
Enhancer_chr1_161477330_161479330	HSPA6
Enhancer_chr1_161498830_161500830	HSPA6
Enhancer_chr1_161499330_161501330	HSPA6
Enhancer_chr1_161499830_161501830	HSPA6
Enhancer_chr1_161500330_161502330	HSPA6
Enhancer_chr1_161500830_161502830	HSPA6
Enhancer_chr1_161508330_161510330	HSPA6
Enhancer_chr1_161508830_161510830	HSPA6
Enhancer_chr1_161509330_161511330	HSPA6
Enhancer_chr1_161509830_161511830	HSPA6
Enhancer_chr1_161510330_161512330	HSPA6
Enhancer_chr1_20957948_20959948	PINK1
Enhancer_chr1_20958448_20960448	PINK1
Enhancer_chr1_20958948_20960948	PINK1
Enhancer_chr1_20959448_20961448	PINK1
Enhancer_chr1_20959948_20961948	PINK1
Enhancer_chr1_20960448_20962448	PINK1
Enhancer_chr1_20960948_20962948	PINK1
Enhancer_chr1_20984948_20986948	PINK1
Enhancer_chr1_20985448_20987448	PINK1
Enhancer_chr1_20985948_20987948	PINK1
Enhancer_chr1_20986448_20988448	PINK1
Enhancer_chr1_20986948_20988948	PINK1
Enhancer_chr1_20987448_20989448	PINK1
Enhancer_chr1_20987948_20989948	PINK1
Enhancer_chr1_20988448_20990448	PINK1
Enhancer_chr1_20988948_20990948	PINK1
Enhancer_chr1_89146327_89148327	PKN2
Enhancer_chr1_89146827_89148827	PKN2
Enhancer_chr1_89147327_89149327	PKN2
Enhancer_chr1_89147827_89149827	PKN2
Enhancer_chr1_89148327_89150327	PKN2
Enhancer_chr1_89148827_89150827	PKN2
Enhancer_chr1_89149327_89151327	PKN2
Enhancer_chr1_89149827_89151827	PKN2
